Use Group,Use Header,Use Name,Zoning District,Permitted Value
VI Services,Repair and Maintenance (811),All other personal and household goods repair and maintenance (in 8114),M1,●
VI Services,Personal and Laundry Services (812),#Health and fitness establishments#,M1,●U
VI Services,Personal and Laundry Services (812),All other personal care services (in 8121),M1,●
VI Services,Personal and Laundry Services (812),Funeral homes and funeral services (81221),M1,●
VI Services,Personal and Laundry Services (812),Crematoriums,M1,●P
VI Services,Personal and Laundry Services (812),Personal laundry services,M1,●
VI Services,Personal and Laundry Services (812),Personal dry cleaning services,M1,●P
VI Services,Personal and Laundry Services (812),Industrial dry cleaning and laundry services,M1,●P
VI Services,Personal and Laundry Services (812),Pet care services (81291),M1,●
VI Services,Personal and Laundry Services (812),All other personal services (in 8129),M1,●
VII,Laboratories,Laboratories,M1,●
VII,Offices,"Offices, business, professional including ambulatory diagnostic or treatment health care, or governmental",M1,●
VIII,Amusement and Recreation Facilities,#Amusement or recreation facilities#,M1,●U
VIII,Amusement and Recreation Facilities,#Select entertainment facilities#,M1,●U
VIII,Amusement and Recreation Facilities,#Outdoor amusement parks#,M1,●S     U
VIII,Art Galleries and Studios,Art galleries,M1,●
VIII,Art Galleries and Studios,"Art, music, dancing or theatrical studios",M1,●
VIII,Art Galleries and Studios,Production or entertainment studios,M1,●
VIII,Entertainment and Sporting Venues,Arenas or auditoriums,M1,●S
VIII,Entertainment and Sporting Venues,Drive-in theaters,M1,○
VIII,Entertainment and Sporting Venues,Racetracks,M1,○
VIII,Entertainment and Sporting Venues,Stadiums,M1,●S     U
VIII,Entertainment and Sporting Venues,Theaters,M1,●
VIII,Other Assembly Spaces,"Banquet, function or reception halls",M1,●
VIII,Other Assembly Spaces,Gaming facilities,M1,●P
VIII,Other Assembly Spaces,Historical exhibits,M1,●
VIII,Other Assembly Spaces,Meeting halls,M1,●
VIII,Other Assembly Spaces,Non-commercial clubs,M1,●
VIII,Other Assembly Spaces,Observation decks,M1,●U
VIII,Other Assembly Spaces,Outdoor day camps,M1,●U
VIII,Other Assembly Spaces,Publicly accessible spaces,M1,●U
VIII,Other Assembly Spaces,Riding academies or stables,M1,●P     U
VIII,Other Assembly Spaces,Trade expositions,M1,●S
IX(A),General Storage,Building materials or contractors' yard,M1,●P     U
IX(A),General Storage,"Depositories for storage of office records, microfilm or computer tapes, or for data processing",M1,●
IX(A),General Storage,Micro-distribution facility,M1,–
IX(A),General Storage,Moving or storage offices,M1,●P
IX(A),General Storage,#Self-service storage facility#,M1,♦P
IX(A),General Storage,Trucking terminals or motor freight stations,M1,●P     U
IX(A),General Storage,Warehouses,M1,●P
IX(A),General Storage,Wholesale establishments,M1,●P
IX(B),Specialized Storage,Coal or gas storage,M1,●P     U
IX(B),Specialized Storage,"Explosives storage, when not prohibited by other ordinances",M1,●P     U
IX(B),Specialized Storage,Grain storage,M1,●P     U
IX(B),Specialized Storage,"Junk or salvage yards, including auto wrecking or similar establishments",M1,●P     U
IX(B),Specialized Storage,Lumber yard,M1,●S     P     U
IX(B),Specialized Storage,"Manure, peat or topsoil storage",M1,●P     U
IX(B),Specialized Storage,"Petroleum or petroleum products, storage or handling",M1,●P     U
IX(B),Specialized Storage,Refrigerating plants,M1,●P     U
IX(B),Specialized Storage,"Scrap metal, junk, paper or rags storage, sorting, or baling",M1,●P     U
IX(C),Vehicle Storage,Boat storage,M1,●P     U
IX(C),Vehicle Storage,"Commercial or public vehicle storage, including #accessory# motor fuel pumps",M1,●P     U
IX(C),Vehicle Storage,Dead storage of motor vehicles,M1,●P     U
IX(C),Vehicle Storage,#Public parking garages# or #public parking lots#,M1,♦P     U
X,Food Manufacturing (311),Animal food manufacturing (3111),M1,●P
X,Food Manufacturing (311),Sugar manufacturing (31131),M1,●P
X,Food Manufacturing (311),All other sugar and confectionary product manufacturing (in 3113),M1,●P
X,Food Manufacturing (311),Animal slaughtering and processing (3116),M1,●P
X,Food Manufacturing (311),Seafood product preparation and packaging (3117),M1,●P
X,Food Manufacturing (311),All other food manufacturing (in 311),M1,●P
X,Beverage and Tobacco Product Manufacturing (312),Distilleries (31214),M1,●P
X,Beverage and Tobacco Product Manufacturing (312),All other beverage manufacturing (in 3121),M1,●P
X,Beverage and Tobacco Product Manufacturing (312),Tobacco manufacturing (3122),M1,●P
X,Textile & Textile Product Mills (313 - 314),Textile mills (313),M1,●P
X,Textile & Textile Product Mills (313 - 314),Textile product mills (314),M1,●P
X,Apparel Manufacturing (315),Apparel manufacturing (315),M1,●P
X,Leather and Allied Product Manufacturing (316),Leather and hide tanning and finishing (3161),M1,●P
X,Leather and Allied Product Manufacturing (316),Footwear manufacturing (3162),M1,●P
X,Leather and Allied Product Manufacturing (316),Other leather and allied product manufacturing (3169),M1,●P
X,Wood Product Manufacturing (321),Sawmills and wood preservation (3211),M1,●P
X,Wood Product Manufacturing (321),"Veneer, plywood, and engineered wood product manufacturing (3212)",M1,●P
X,Wood Product Manufacturing (321),Other wood product manufacturing (3219),M1,●P
X,Paper Manufacturing (322),"Pulp, paper, and paperboard mills (3221)",M1,●P
X,Paper Manufacturing (322),Stationary product manufacturing (32223),M1,●P
X,Paper Manufacturing (322),All other converted paper product manufacturing (in 3222),M1,●P
X,Printing and Related Support Activities (323),Printing and related support activities (3231),M1,●P
X,Petroleum and Coal Products Manufacturing (324),Petroleum and coal products manufacturing (3241),M1,●P
X,Chemical Manufacturing (325),Pharmaceutical and medicine manufacturing (3254),M1,●P
X,Chemical Manufacturing (325),Soap and other detergent manufacturing (325611),M1,●P
X,Chemical Manufacturing (325),"All other soap, cleaning compound and toilet preparation manufacturing (in 3256)",M1,●P
X,Chemical Manufacturing (325),All other chemical manufacturing (in 325),M1,●P
X,Plastics and Rubber Products Manufacturing (326),Plastics and rubber products manufacturing (326),M1,●P
X,Nonmetallic Mineral Product Manufacturing (327),Clay building material and refractories manufacturing (32712),M1,●P
X,Nonmetallic Mineral Product Manufacturing (327),All other clay product and refractory manufacturing (in 3271),M1,●P
X,Nonmetallic Mineral Product Manufacturing (327),Flat glass manufacturing (327211),M1,●P
X,Nonmetallic Mineral Product Manufacturing (327),Other pressed and blown glass and glassware manufacturing (327212),M1,●P
X,Nonmetallic Mineral Product Manufacturing (327),All other glass and glass product manufacturing (in 3272),M1,●P
X,Nonmetallic Mineral Product Manufacturing (327),All other nonmetallic mineral product manufacturing (in 327),M1,●P
X,Primary Metal Manufacturing and Fabricated Metal Product Manufacturing (331 - 332),Primary metal manufacturing (331),M1,●P
X,Primary Metal Manufacturing and Fabricated Metal Product Manufacturing (331 - 332),Cutlery and handtool manufacturing (3322),M1,●P
X,Primary Metal Manufacturing and Fabricated Metal Product Manufacturing (331 - 332),All other fabricated metal product manufacturing (in 332),M1,●P
X,Machinery Manufacturing (333),"Agriculture, construction and mining machinery manufacturing (3331)",M1,●P
X,Machinery Manufacturing (333),All other machinery manufacturing (in 333),M1,●P
X,Computer and Electronic Product Manufacturing (334),Computer and peripheral equipment manufacturing (334),M1,●P
X,"Electrical Equipment, Appliance, and Component Manufacturing (335)",Electric lighting equipment manufacturing (3351),M1,●P
X,"Electrical Equipment, Appliance, and Component Manufacturing (335)",Small electrical appliance manufacturing (33521),M1,●P
X,"Electrical Equipment, Appliance, and Component Manufacturing (335)",Major household appliance manufacturing (33522),M1,●P
X,"Electrical Equipment, Appliance, and Component Manufacturing (335)",All other electrical equipment and component manufacturing (in 335),M1,●P
X,Transportation Equipment Manufacturing (336),Transportation equipment manufacturing (336),M1,●P
X,Furniture and Related Product Manufacturing (337),Furniture and related product manufacturing (337),M1,●P
X,Miscellaneous Manufacturing (339),Medical equipment and supplies manufacturing (3391),M1,●P
X,Miscellaneous Manufacturing (339),Other miscellaneous manufacturing (3399),M1,●P
I,Agriculture,"Agricultural #uses#, including greenhouses, nurseries or truck gardens",M2,●P     U
I,Open Uses,Cemeteries,M2,–
I,Open Uses,Golf courses,M2,–
I,Open Uses,Outdoor racket courts,M2,–
I,Open Uses,Outdoor skating rinks,M2,●
I,Open Uses,#Public parks# or playgrounds or private parks,M2,–
I,Open Uses,"Sand, gravel or clay pits",M2,○
II,Residential Uses,#Single-family residence# #Detached#,M2,–
II,Residential Uses,#Single-family residence# #Zero lot line#,M2,–
II,Residential Uses,#Single-family residence# #Semi-detached#,M2,–
II,Residential Uses,#Single-family residence# Other types,M2,–
II,Residential Uses,#Two-family residence# #Detached#,M2,–
II,Residential Uses,#Two-family residence# #Zero lot line#,M2,–
II,Residential Uses,#Two-family residence# #Semi-detached#,M2,–
II,Residential Uses,#Two-family residence# Other types,M2,–
II,Residential Uses,"All other types of #residences#, including #apartment hotels# and #affordable independent residences for seniors#",M2,–
III(A),Educational Institutions,College or school student dormitories and fraternity or sorority student houses,M2,–
III(A),Faith-based Institutions and Facilities,"Monasteries, convents or novitiates",M2,–
III(A),Faith-based Institutions and Facilities,Rectories or parish houses with sleeping accommodations,M2,–
III(A),Faith-based Institutions and Facilities,Seminaries with sleeping accommodations,M2,–
III(A),Health Institutions and Facilities,#Long-term care facilities#,M2,–
III(A),Health Institutions and Facilities,#Non-profit hospital staff dwellings#,M2,–
III(A),Other Institutions and Facilities,Philanthropic or non-profit institutions with sleeping accommodations,M2,–
III(A),Other Institutions and Facilities,Settlement houses,M2,–
III(B),Educational Institutions,"Colleges or universities, including professional schools but excluding business colleges or trade schools",M2,–
III(B),Educational Institutions,#Schools#,M2,–
III(B),Faith-based Institutions and Facilities,Houses of worship,M2,–
III(B),Faith-based Institutions and Facilities,Parish houses without sleeping accommodations,M2,–
III(B),Faith-based Institutions and Facilities,Seminaries without sleeping accommodations,M2,–
III(B),Health Institutions and Facilities,Ambulatory diagnostic or treatment health care facilities,M2,–
III(B),Health Institutions and Facilities,"Non-profit or voluntary hospitals and related facilities, except animal hospitals",M2,–
III(B),Health Institutions and Facilities,"Proprietary hospitals and related facilities, except animal hospitals",M2,–
III(B),Other Institutions and Facilities,Community centers,M2,–
III(B),Other Institutions and Facilities,Libraries,M2,–
III(B),Other Institutions and Facilities,Museums,M2,●P
III(B),Other Institutions and Facilities,Non-commercial art galleries,M2,–
III(B),Other Institutions and Facilities,Non-commercial clubs,M2,–
III(B),Other Institutions and Facilities,Non-commercial recreation centers,M2,–
III(B),Other Institutions and Facilities,"Philanthropic or non-profit institutions without sleeping accommodations, excluding ambulatory diagnostic or treatment health care facilities",M2,–
III(B),Other Institutions and Facilities,Welfare centers,M2,–
IV(A),Public Service Buildings,Court houses,M2,●
IV(A),Public Service Buildings,Fire or police stations,M2,●
IV(A),Other Facilities,Prisons,M2,●
IV(B),Communication Infrastructure,"Radio or television towers, non-#accessory#",M2,○
